date,open,high,low,close,volume
1997-08-07,1167.93,1199.24,1161.63,1199.24,344869800
1997-08-08,1205.95,1216.56,1201.36,1206.05,703374000
1997-08-11,1206.46,1206.76,1182.45,1184.08,503650800
1997-08-12,1177.26,1183.44,1145.75,1146.81,393690100
1997-08-13,1139.25,1153.5,1118.2,1120.13,346081500
1997-08-14,1120.47,1168.34,1120.25,1168.11,395297000
1997-08-15,1174.18,1174.88,1133.89,1143.06,476761400
1997-08-18,1139.61,1139.61,1116.15,1134.63,335746400
1997-08-19,1134.62,1143.2,1128.11,1132.91,257198000
1997-08-20,1135.05,1144.65,1133.74,1144.64,250738300
1997-08-21,1148.39,1165.22,1147.82,1164.55,400722400
1997-08-22,1159.39,1174.49,1156.83,1171.83,433739900
1997-08-25,1175.45,1184.33,1175.38,1184.1,453960200
1997-08-26,1186.07,1194.13,1181.24,1194.04,554979200
1997-08-27,1195.43,1199.47,1188.33,1198.51,543372000
1997-08-28,1201.06,1216.08,1194.68,1213.89,694265700
1997-08-29,1214.31,1223.07,1209.48,1221.06,731864300
1997-09-01,1224.18,1230.07,1219.1,1229.87,679821500
1997-09-02,1228.48,1232.69,1215.92,1226.3,589620600
1997-09-03,1223.62,1243.33,1223.46,1240.82,575803700
1997-09-04,1245.78,1253.15,1245.64,1251.3,544704800
1997-09-05,1250.6,1253.35,1241.22,1251.55,472278000
1997-09-08,1253.15,1257.55,1245.74,1255.23,548425400
1997-09-09,1255.18,1257.93,1230.44,1231.03,454445300
1997-09-10,1230.43,1256.04,1227.64,1256.04,539072300
1997-09-11,1260.52,1264.49,1236.11,1242.71,713364000
1997-09-12,1240.5,1247.91,1207.83,1208.7,431066500
1997-09-15,1205.9,1211.68,1175.95,1179.29,357837300
1997-09-16,1182.76,1193.85,1181.17,1187.22,265195300
1997-09-17,1188.89,1191.3,1162.24,1167.56,242595200
1997-09-18,1169.67,1181.75,1164.65,1172.37,230095600
1997-09-19,1174.77,1185.09,1168.87,1184.52,201843600
1997-09-22,1184.49,1185.1,1102.62,1103.97,306264200
1997-09-23,1096.19,1105.28,1025.13,1041.97,429958900
1997-09-24,1064.66,1110.11,1064.66,1110.01,496402600
1997-09-25,1118.37,1130.13,1106.25,1117.01,433633300
1997-09-26,1118.69,1118.94,1094.42,1109.63,274170500
1997-09-29,1106.34,1106.34,1079.34,1084.07,243615300
1997-09-30,1083.41,1100.39,1083.23,1097.38,204530000
1997-10-06,1100.7,1105.41,1091.15,1098.9,156593200
1997-10-07,1098.29,1102.71,1087.02,1102.57,176238400
1997-10-08,1122.97,1140.94,1116.71,1134.87,293382300
1997-10-09,1134.59,1138.66,1120.09,1122.47,202503100
1997-10-10,1121.34,1131.57,1120.51,1130.79,195193100
1997-10-13,1136.43,1138.4,1117.39,1119.82,189929200
1997-10-14,1116.3,1118.02,1105.7,1117.93,153806000
1997-10-15,1119.11,1129.65,1116.43,1125.78,214522800
1997-10-16,1131.4,1151.39,1131.39,1150.31,338623300
1997-10-17,1155.42,1180.22,1153.9,1176.49,459994200
1997-10-20,1183.74,1191.04,1173.56,1187.37,460895600
1997-10-21,1190.5,1192.34,1179.57,1191.87,423214500
1997-10-22,1193.7,1203.02,1168.45,1177.52,608287100
1997-10-23,1178.98,1186.07,1170.23,1173.36,415478600
1997-10-24,1172.88,1179.81,1164.06,1178.31,377592100
1997-10-27,1183.65,1235.95,1183.65,1235.83,656390200
1997-10-28,1239.59,1241.83,1172.89,1177.92,524823900
1997-10-29,1168.23,1188.8,1162.98,1184.09,359100200
1997-10-30,1189.27,1207.97,1173.65,1174.85,481737700
1997-10-31,1164.91,1181.51,1158.74,1180.39,305033700
1997-11-03,1181.16,1185.07,1176.55,1180.85,256218200
1997-11-04,1180.87,1190.47,1180.87,1184.7,236232800
1997-11-05,1186.1,1194.67,1179.35,1194.04,491968000
1997-11-06,1198.66,1203.09,1179.58,1181.12,428156000
1997-11-07,1181.78,1195.74,1177.63,1195.14,362750100
1997-11-10,1199.37,1202.58,1178.63,1185.78,399657400
1997-11-11,1183.42,1187.74,1168.48,1186.63,299653600
1997-11-12,1190.01,1193.53,1171.56,1174.19,294910300
1997-11-13,1169.7,1185.28,1157.29,1185.02,298194500
1997-11-14,1187.35,1208.84,1181.69,1197.83,389376600
1997-11-17,1210.68,1213.23,1190.43,1191.33,272294300
1997-11-18,1190.26,1193.31,1182.61,1183.35,256370400
1997-11-19,1185.1,1191.96,1175.78,1181.63,265686000
1997-11-20,1182.74,1189.5,1169.1,1172.43,324575100
1997-11-21,1168.97,1169.11,1152.01,1158.56,292730100
1997-11-24,1150.42,1150.56,1122.94,1124.94,296675300
1997-11-25,1120.86,1131.13,1114.14,1125.53,358424200
1997-11-26,1126.6,1143.82,1124.48,1143.82,234727800
1997-11-27,1141.77,1141.97,1120.52,1122.52,251261900
1997-11-28,1117.57,1139.64,1114.43,1139.63,265787000
1997-12-01,1137.59,1139.29,1130.45,1133.09,231287500
1997-12-02,1133.59,1139.6,1128.5,1130.17,187537400
1997-12-03,1129.78,1130.32,1121.59,1122.55,191799200
1997-12-04,1121.8,1137.01,1119.2,1135.87,229065700
1997-12-05,1139.48,1144.22,1134.93,1136.2,239665200
1997-12-08,1140.55,1143.08,1136.58,1139.36,209640300
1997-12-09,1139.81,1148.17,1137.32,1148.17,214626700
1997-12-10,1150.48,1158.99,1149.33,1157.84,236871600
1997-12-11,1159.05,1159.75,1145.55,1159.17,231763600
1997-12-12,1160.22,1165.81,1153.43,1153.84,257110000
1997-12-15,1155.72,1168.06,1155.6,1168.03,316617600
1997-12-16,1170.46,1174.81,1165.6,1174.8,333919300
1997-12-17,1169.64,1169.74,1145.89,1146.52,332345700
1997-12-18,1142.1,1159.11,1138.4,1154.17,304900800
1997-12-19,1154.7,1161.88,1151.14,1160.77,324467000
1997-12-22,1162.68,1169.03,1153.44,1169.01,423341500
1997-12-23,1171.9,1176.92,1165.06,1171.25,331363300
1997-12-24,1171.74,1173.54,1164.86,1169.66,317898800
1997-12-25,1170.56,1181.48,1169.99,1181.28,359840000
1997-12-26,1187.75,1194.24,1186.53,1191.92,419291800
1997-12-29,1196.3,1198.97,1185.66,1186.61,367020900
1997-12-30,1186.14,1193.62,1179.56,1181.14,279294000
1997-12-31,1182.25,1195.05,1182.25,1194.1,309324900
1998-01-05,1200.95,1220.5,1200.22,1220.47,437153200
1998-01-06,1223.73,1233.64,1215.41,1233.62,514866400
1998-01-07,1233.96,1244.1,1231.15,1244.07,575655600
1998-01-08,1243.12,1250.01,1235.89,1237.16,406947200
1998-01-09,1233.7,1245,1221.3,1239.9,535709600
1998-01-12,1242.21,1246.65,1226.4,1226.97,573968800
1998-01-13,1211.88,1211.88,1110.09,1167.65,719443500
1998-01-14,1170.35,1203.25,1170.32,1202.22,570380000
1998-01-15,1210.42,1217.86,1196.15,1215.43,553925500
1998-01-16,1215.82,1220.97,1207.92,1213.96,412032600
1998-01-19,1215.41,1216.99,1205.48,1213.13,326203800
1998-01-20,1211.28,1215.57,1195.38,1203.72,312937700
1998-01-21,1201.99,1209.69,1198.23,1200.2,303297200
1998-01-22,1200.52,1207.45,1194.38,1204.43,436125400
1998-01-23,1206.5,1224.12,1206.45,1222.91,358068400
1998-02-09,1258,1262.62,1244.43,1248.04,435858400
1998-02-10,1248.6,1248.6,1233.7,1236.51,532456200
1998-02-11,1234.18,1251.45,1233.53,1250.24,481552000
1998-02-12,1253.39,1254.41,1242,1246.3,474907700
1998-02-13,1246.73,1251.91,1241.82,1245.91,409773500
1998-02-16,1246.8,1247.97,1230.92,1236.24,461535800
1998-02-17,1234.84,1240.58,1228.11,1238.5,352585800
1998-02-18,1239.63,1240.18,1225.5,1229.83,461406600
1998-02-19,1229.81,1235.49,1223.93,1232.58,330071300
1998-02-20,1234.6,1237.92,1224.58,1226.02,315923300
1998-02-23,1217.86,1217.86,1195.89,1208.6,380753300
1998-02-24,1206.93,1216.35,1206.09,1208.22,352668400
1998-02-25,1208.52,1209.49,1191.75,1194.67,342846600
1998-02-26,1193,1206.67,1189.52,1206.67,314777500
1998-02-27,1209.44,1213.73,1202.87,1206.53,358215000
1998-03-02,1196.74,1205.75,1182.61,1188.31,484315400
1998-03-03,1186.52,1201.8,1185.3,1201.79,356129600
1998-03-04,1204.95,1214,1201.25,1213.25,359514800
1998-03-05,1217.85,1219.28,1206.37,1207.54,322341800
1998-03-06,1208.75,1208.98,1202.12,1206.45,308502000
1998-03-09,1207.96,1208.62,1197.57,1200.83,309109400
1998-03-10,1199.63,1205.83,1186.55,1199.83,298064300
1998-03-11,1201.26,1210.53,1187.44,1190.04,365596600
1998-03-12,1187.54,1188.28,1175.55,1178.97,250410000
1998-03-13,1177.82,1184.96,1176.01,1184.96,233152800
1998-03-16,1186.19,1188.62,1179.44,1188.48,301891100
1998-03-17,1193.67,1202.84,1193.24,1202.84,373376000
1998-03-18,1204.1,1204.74,1191.91,1193.91,362260800
1998-03-19,1192.4,1195.83,1184.87,1188.72,335943800
1998-03-20,1188.6,1192.32,1183.25,1187.5,278982400
1998-03-23,1186.56,1186.86,1178.04,1179.87,361032100
1998-03-24,1180.09,1194.06,1179.97,1194.02,351972500
1998-03-25,1207.62,1209.77,1188.85,1191.55,412585500
1998-03-26,1191,1193.82,1186.22,1188.87,452050100
1998-03-27,1189.41,1223.93,1188.86,1223.57,682885500
1998-03-30,1230.94,1249.44,1228.3,1249.44,729618400
1998-03-31,1251.34,1252.24,1238.64,1243.02,609167600
1998-04-01,1243.37,1255.01,1240.06,1254.97,622217400
1998-04-02,1259.59,1285.03,1259.58,1269.02,1031202800
1998-04-03,1268.57,1286.11,1266.03,1286.08,791090100
1998-04-06,1291.61,1306.38,1286.43,1306.38,1020702500
1998-04-07,1308.56,1310.29,1296.54,1303.14,1627882600
1998-04-08,1303.41,1322.83,1302.41,1322.79,1413919300
1998-04-09,1326.44,1328.79,1288.89,1297.23,1511702100
1998-04-10,1294.62,1311.53,1293.59,1311.51,1462679900
1998-04-13,1319.95,1326.3,1311.83,1318.75,1214580800
1998-04-14,1318.27,1320.91,1304.38,1313.72,855311600
1998-04-15,1314.17,1324.71,1314.07,1324.71,955450300
1998-04-16,1324.04,1326.42,1312.57,1316.25,944117500
1998-04-17,1311.54,1311.73,1291.08,1298.11,878601400
1998-04-20,1292.16,1302.98,1286.59,1296.01,737713900
1998-04-21,1296.77,1307.86,1295.06,1305.22,656345400
1998-04-22,1307.83,1333.07,1307.83,1332.18,790204900
1998-04-23,1337.49,1340.25,1321.04,1324.56,1065313000
1998-04-24,1324.46,1331.86,1313.61,1315.17,970462200
1998-04-27,1314.35,1318.8,1303.48,1310.38,1106460500
1998-04-28,1315.35,1333.09,1315.33,1332.99,958932900
1998-04-29,1337.89,1341.58,1328.56,1332.5,827067300
1998-04-30,1336.01,1343.46,1335.55,1343.45,885859300
1998-05-04,1353.06,1355.52,1345.36,1352.93,1103649100
1998-05-05,1355.05,1356.06,1346.59,1352.52,801924400
1998-05-06,1352.72,1355.66,1341.81,1348.41,763829500
1998-05-07,1348.89,1352.55,1326.65,1327.87,795819500
1998-05-08,1324.74,1357.6,1324.72,1357.6,1686123200
1998-05-11,1367.24,1368.03,1351.59,1354.61,1342161500
1998-05-12,1358.96,1360.06,1342.73,1349.65,867969600
1998-05-13,1351.18,1369.3,1351,1369.26,1020086200
1998-05-14,1373.17,1376.3,1360.89,1367.13,1236781400
1998-05-15,1373.43,1379.13,1361.84,1368.09,1021641900
1998-05-18,1373.67,1376.38,1360.47,1368.18,826120300
1998-05-19,1370.68,1372.87,1355.54,1362.29,623135400
1998-05-20,1362.69,1365.1,1352.17,1357.43,672030000
1998-05-21,1356.96,1367.72,1350.26,1366.66,676192500
1998-05-22,1371.37,1379.89,1370.72,1375.82,800190200
1998-05-25,1380.13,1389.66,1376.2,1389.37,1070688500
1998-05-26,1392.75,1394.44,1383.76,1390.42,875233700
1998-05-27,1393.74,1399.54,1390.55,1399.54,882741600
1998-05-28,1402.85,1405.58,1392.9,1397.9,830878700
1998-05-29,1402.68,1411.35,1402.02,1411.21,950879600
1998-06-01,1418.35,1420.55,1411.06,1415.58,983990000
1998-06-02,1419.22,1419.58,1402.63,1413.08,795094200
1998-06-03,1415.02,1421.12,1413.11,1420,855816800
1998-06-04,1420.99,1422.98,1402.75,1406.3,763649000
1998-06-05,1404.08,1414.36,1390.63,1408.61,756791600
1998-06-08,1411.96,1415.18,1401.06,1403.73,668832500
1998-06-09,1400.35,1400.35,1357.47,1369.65,722689700
1998-06-10,1367.74,1377.83,1359.39,1368.3,535522100
1998-06-11,1367.56,1371.15,1346.07,1347.68,423951700
1998-06-12,1373.11,1383.47,1365.08,1383.39,542509600
1998-06-15,1385.33,1386.99,1359.88,1365.34,548843000
1998-06-16,1362.59,1362.59,1323.53,1348.59,592927400
1998-06-17,1349,1356.66,1344.44,1348.94,513160500
1998-06-18,1352.24,1372.12,1352.24,1370.69,524371700
1998-06-19,1376.19,1392.88,1376.19,1392.88,535910200
1998-06-22,1400.47,1401.51,1392.06,1399.36,643384300
1998-06-23,1398.24,1398.71,1385.45,1397.96,639347300
1998-06-24,1399.71,1402.14,1390.86,1401.74,631529900
1998-06-25,1402.95,1404.05,1377.18,1382.04,506546100
1998-06-26,1383.29,1388.55,1376.41,1385.62,1017813500
1998-06-29,1387.02,1387.19,1356.22,1361.43,601549100
1998-06-30,1360.62,1363.59,1335.21,1339.2,381065600
1998-07-01,1363.27,1367.15,1315.18,1316.44,555041600
1998-07-02,1314.1,1331.65,1297,1331.65,484588800
1998-07-03,1335.84,1341.73,1327.8,1335.13,545063600
1998-07-06,1339.26,1339.68,1313.28,1315.28,462786300
1998-07-07,1313.65,1324.41,1307.91,1324.4,351521900
1998-07-08,1326.82,1339.16,1326.63,1338.98,345298400
1998-07-09,1341.35,1344.43,1336.66,1343.23,398818200
1998-07-10,1344.75,1360.64,1344.63,1360.62,529792500
1998-07-13,1362.69,1363,1352.16,1358.81,479518400
1998-07-14,1360.61,1361.19,1334.71,1336.56,515627400
1998-07-15,1332.41,1341.64,1326.32,1335.47,433596500
1998-07-16,1335.3,1337.64,1317.89,1325.63,435545200
1998-07-17,1325.88,1330.82,1311.75,1314.72,512615000
1998-07-20,1311.06,1311.15,1278.3,1287.07,485388700
1998-07-21,1285.79,1318.93,1284.8,1313.01,407716800
1998-07-22,1312.23,1312.37,1295.61,1299.15,349492400
1998-07-23,1299.22,1316.29,1299.15,1316.27,410816800
1998-07-24,1317.85,1330.49,1317.85,1326.82,410907500
1998-07-27,1328.34,1328.73,1314.73,1321.9,395497000
1998-07-28,1321.63,1324.27,1313.2,1317.95,340169000
1998-07-29,1317.93,1321.26,1308.26,1311.94,385013800
1998-07-30,1312.86,1318.02,1309.77,1315.3,986043000
1998-07-31,1316.31,1319.36,1312.38,1316.92,482576000
1998-08-03,1315.14,1315.47,1299.93,1302.1,462257500
1998-08-04,1299.73,1299.73,1283.2,1293.46,415988600
1998-08-05,1293.7,1307.48,1293.12,1307.44,568248300
1998-08-06,1310.3,1312.6,1292.39,1294.16,623644600
1998-08-07,1292.08,1292.31,1267.92,1271.07,567622700
1998-08-10,1262.01,1262.03,1227.47,1234.58,489010200
1998-08-11,1230.38,1241.78,1206.64,1207.67,362713900
1998-08-12,1204.36,1207.73,1158.79,1190.55,530602800
1998-08-13,1193.37,1205.86,1185.57,1204.18,421402100
1998-08-14,1202.38,1202.38,1165.87,1168.03,468920800
1998-08-17,1152.67,1152.67,1068.66,1070.41,536182000
1998-08-18,1054.18,1094.38,1043.02,1071.3,530912700
1998-08-19,1072.74,1126.08,1072.72,1126.08,719998500
1998-08-20,1128.75,1149.96,1113.86,1149.91,644039800
1998-08-21,1149.62,1178.74,1141.51,1177.62,717002300
1998-08-24,1178.55,1190.88,1166.14,1178.55,729280000
1998-08-25,1174.41,1179.11,1159.39,1179.07,636648500
1998-08-26,1174.85,1182.33,1159.52,1160.29,664454900
1998-08-27,1152.36,1154.69,1142.17,1145.22,468006300
1998-08-28,1139.82,1146.51,1125.2,1129.72,450418600
1998-08-31,1117.97,1150.23,1072.42,1150.22,561265700
1998-09-01,1142.5,1163.17,1123.64,1143.13,562208800
1998-09-02,1137.31,1149.27,1129.81,1136.89,405782500
1998-09-03,1136.44,1151.01,1136.14,1147.2,365684000
1998-09-04,1148.95,1169.47,1148.94,1163.53,527627400
1998-09-07,1168.37,1178.38,1163.21,1178.38,490753000
1998-09-08,1181.07,1185.1,1166.66,1167.6,602511800
1998-09-09,1165.66,1190.74,1162.47,1190.68,632013100
1998-09-10,1194.88,1219.8,1194.12,1213.67,1019077300
1998-09-11,1214.83,1225.14,1206.61,1218.01,868787000
1998-09-14,1219.32,1239.77,1214.44,1239.61,1252016500
1998-09-15,1240.94,1245.42,1228.88,1230.13,1059686500
1998-09-16,1226.9,1252.2,1225.29,1252.14,941914800
1998-09-17,1257.38,1264.4,1226.72,1233.7,1119136600
1998-09-18,1227.56,1233.4,1199.58,1207,888718200
1998-09-21,1199.17,1222.38,1193.82,1222.38,604194800
1998-09-22,1224.4,1229.62,1214.02,1222.63,532966200
1998-09-23,1223.99,1233.79,1222.36,1229.86,541309100
1998-09-24,1231.05,1232.28,1196.92,1199.06,716607800
1998-09-25,1194.31,1221.58,1192.08,1221.58,530918400
1998-09-28,1224.27,1239.8,1217.65,1230.21,699681400
1998-09-29,1231.9,1239.11,1226.84,1231.75,558441700
1998-09-30,1233.59,1242.94,1233.43,1242.9,561127100
1998-10-05,1245.74,1246.6,1231.4,1234.78,450409500
1998-10-06,1234.14,1237.84,1214.83,1217.46,501290800
1998-10-07,1214.36,1219.1,1207.93,1213.79,527452100
1998-10-08,1215.95,1228.73,1215.87,1228.71,487315000
1998-10-09,1231.94,1241.05,1229.85,1236.93,628463800
1998-10-12,1239.57,1247.24,1227.86,1247.15,703982000
1998-10-13,1250.68,1257.35,1239.77,1244.07,702796800
1998-10-14,1243.71,1247.66,1234.07,1240.6,532580600
1998-10-15,1243.2,1254.84,1241.26,1254.81,629901300
1998-10-16,1259.14,1263.71,1249.93,1251.53,701348200
1998-10-19,1255.05,1256.76,1240.45,1246.24,571347300
1998-10-20,1248.24,1251.43,1238.3,1243.65,545133800
1998-10-21,1243.54,1243.6,1206.12,1207.83,746523300
1998-10-22,1202.21,1216.17,1191.56,1216.09,636917100
1998-10-23,1217.13,1230.83,1215.47,1217.43,673113400
1998-10-26,1215.56,1215.56,1195.24,1208.27,672203300
1998-10-27,1207.2,1218.45,1204.74,1216.79,510306200
1998-10-28,1218.5,1226.11,1217.23,1225.93,524178200
1998-10-29,1226.92,1229.74,1214.92,1216.76,458066500
1998-10-30,1216.01,1225.64,1215.46,1217.32,469293500
1998-11-02,1217.34,1223.53,1210.85,1223.48,434854200
1998-11-03,1225.26,1236.97,1225.22,1236.87,474201600
1998-11-04,1239.5,1240.7,1232.78,1235.8,460459100
1998-11-05,1237.54,1253.31,1237.51,1253.28,691822900
1998-11-06,1258.7,1267.39,1257.17,1259.77,1010638200
1998-11-09,1263.96,1283.12,1263.96,1283.12,877811900
1998-11-10,1283.92,1288.74,1275.19,1286.56,789853500
1998-11-11,1287.42,1288.35,1278.47,1286.2,665748900
1998-11-12,1286.56,1295.06,1278.94,1282.99,674553400
1998-11-13,1281.99,1285.92,1271.32,1282.51,564045500
1998-11-16,1284.34,1293.76,1281.6,1293.74,582564600
1998-11-17,1296.63,1300.15,1285.02,1290.6,565521600
1998-11-18,1291,1292.93,1281.6,1285.5,545182200
1998-11-19,1283.96,1284.14,1274.09,1275.61,487167300
1998-11-20,1272.66,1279.38,1271.66,1275.37,450467200
1998-11-23,1275.9,1278.09,1269.1,1273.79,456403800
1998-11-24,1274.45,1282.93,1274.41,1278.92,671864100
1998-11-25,1280.27,1283.96,1262.23,1263.85,496680100
1998-11-26,1260.08,1262.78,1247.84,1252.82,435132600
1998-11-27,1252.37,1259.04,1242.57,1245.08,427588900
1998-11-30,1244.92,1247.42,1238.14,1247.42,404677700
1998-12-01,1249.01,1251.87,1232,1234.36,387952700
1998-12-02,1233.16,1236.97,1222.65,1236.97,342388900
1998-12-03,1238.29,1239.26,1229.85,1232.51,376711600
1998-12-04,1232.43,1234.63,1213.56,1219.2,370041900
1998-12-07,1234.76,1237.69,1207.76,1209.54,334439200
1998-12-08,1209.84,1223.34,1209.81,1223.26,297779700
1998-12-09,1224.36,1225.99,1219.01,1224.09,256750300
1998-12-10,1224.15,1224.93,1203.07,1204.64,351307700
1998-12-11,1201.85,1214.24,1194.07,1214.21,318344200
1998-12-14,1214.6,1214.67,1194.66,1196.3,282568800
1998-12-15,1193.64,1194.89,1173.92,1194.84,330883800
1998-12-16,1194.94,1195.55,1180.86,1183.06,239998400
1998-12-17,1180.17,1180.17,1158.51,1160.09,344884400
1998-12-18,1155.75,1167.64,1150.72,1155.92,285990900
1998-12-21,1153.66,1163.24,1150.39,1154.43,233872600
1998-12-22,1155.63,1185.98,1155.62,1185.97,352038700
1998-12-23,1186.98,1187.91,1170.16,1172.51,291759100
1998-12-24,1171.71,1171.71,1161.85,1168.98,265489600
1998-12-25,1169.6,1178.92,1169.54,1173.91,297707300
1998-12-28,1175.63,1179,1157.7,1159.94,336609600
1998-12-29,1157.48,1157.57,1139.99,1142.73,316623600
1998-12-30,1141.89,1151.72,1125.56,1148.26,371030100
1998-12-31,1149.83,1153.15,1140.36,1146.7,231784300
1999-01-04,1144.89,1144.89,1124.21,1125.82,233951600
1999-01-05,1123.7,1123.7,1104.5,1119.97,289192000
1999-01-06,1120.67,1137.21,1120.4,1132.59,325549000
1999-01-07,1133.17,1140.48,1125.67,1137.73,371507400
1999-01-08,1138.77,1168.84,1138.77,1168.81,443624000
1999-01-11,1169.91,1174.43,1158.54,1172.81,396265700
1999-01-12,1171.74,1171.87,1158.3,1158.87,462492000
1999-01-13,1153.29,1159.94,1144.45,1148.15,446164000
1999-01-14,1145.9,1153.1,1142.35,1148.66,323041200
1999-01-15,1149.78,1150.68,1136.3,1137.31,385468100
1999-01-18,1135.09,1153.42,1126.71,1153.12,447709600
1999-01-19,1154.16,1160.26,1149.37,1158.55,444296600
1999-01-20,1159.03,1162.98,1148.81,1151.37,406370400
1999-01-21,1150.3,1158.51,1145.3,1158.5,447494400
1999-01-22,1159.92,1168.18,1157.15,1162.35,553657600
1999-01-25,1161.98,1162.44,1146.97,1148.12,791312700
1999-01-26,1145.07,1146.12,1132.96,1138.21,620329200
1999-01-27,1137.69,1146.5,1134.13,1146.49,757097900
1999-01-28,1147.87,1150.58,1137.12,1140.98,625434400
1999-01-29,1139.84,1140.13,1130.33,1134.67,515158400
1999-02-01,1131.65,1131.66,1118.55,1120.53,508415200
1999-02-02,1119.78,1126.41,1114.79,1126.4,398997300
1999-02-03,1126.84,1127.27,1115.13,1116.87,371484000
1999-02-04,1114.65,1114.69,1102.49,1103.5,389106200
1999-02-05,1101.48,1101.48,1079.22,1081.44,408518000
1999-02-08,1076.82,1082.46,1064.17,1065.82,352380800
1999-02-09,1065.91,1090.17,1065.91,1090.09,327566200
1999-03-01,1092.15,1098.36,1084.16,1097.98,288540700
1999-03-02,1098.29,1103.25,1090.04,1100.92,404006400
1999-03-03,1101.13,1128.78,1101.07,1128.74,559034300
1999-03-04,1130.34,1133.73,1120.71,1128.95,495140000
1999-03-05,1128.62,1137.96,1124.09,1132.36,520194300
1999-03-08,1133.51,1142.15,1128.39,1142.11,563170100
1999-03-09,1143.1,1145.71,1135.37,1136.94,590019900
1999-03-10,1136.02,1136.08,1127.17,1132.74,532639000
1999-03-11,1133.29,1153.84,1133.15,1149.93,694161000
1999-03-12,1151.99,1158.71,1148.67,1158.7,706443700
1999-03-15,1161.49,1169.7,1159.15,1164.64,729591100
1999-03-16,1164.79,1166.97,1155.94,1166.93,659863600
1999-03-17,1167.72,1173.04,1158.59,1159.1,754877500
1999-03-18,1155.27,1160.68,1147.57,1151.99,592744800
1999-03-19,1150.61,1172.93,1150.34,1172.93,716593000
1999-03-22,1175.68,1179.65,1168.34,1172.74,769528500
1999-03-23,1172.98,1174.48,1163.28,1170.95,878444000
1999-03-24,1171.3,1177.34,1167.1,1169.03,613294700
1999-03-25,1167.86,1167.88,1155.01,1156.85,513376100
1999-03-26,1155.35,1162.42,1154.94,1161.12,515196400
1999-03-29,1160.58,1169.5,1158.09,1169.49,551824100
1999-03-30,1171.13,1173.66,1156.05,1157.51,514719200
1999-03-31,1156.37,1159.53,1150.82,1158.05,484239000
1999-04-01,1158.68,1168.53,1158.44,1168.5,620212400
1999-04-02,1170.76,1184.43,1170.31,1184.4,766553200
1999-04-05,1188.93,1194.51,1187.06,1194.47,807176800
1999-04-06,1195.95,1199.84,1191.58,1199.6,670936100
1999-04-07,1200.22,1202.32,1193.73,1201.63,814167400
1999-04-08,1203.02,1205.41,1192.46,1202.47,817610600
1999-04-09,1203.44,1210.1,1196.74,1205.14,980901100
1999-04-12,1205.32,1205.68,1193.66,1195.34,1020296100
1999-04-13,1192.15,1193.33,1174.14,1178.19,734821300
1999-04-14,1176.77,1184.18,1174.27,1181.52,532570400
1999-04-15,1182.2,1185.59,1168.59,1170.62,737036900
1999-04-16,1168.91,1175.03,1162.31,1166.24,724113700
1999-04-19,1164.62,1166.04,1156.61,1159.47,767198900
1999-04-20,1160.05,1171.6,1159.56,1171.6,1069139900
1999-04-21,1171.95,1173.53,1143.05,1144.07,952068900
1999-04-22,1137.91,1140.9,1110.65,1137.16,908942700
1999-04-23,1137.61,1144.78,1135.61,1140,675682100
1999-04-26,1139.65,1140.17,1112,1112.79,604176300
1999-04-27,1108.91,1108.91,1089.76,1091.7,562483500
1999-04-28,1090.87,1112.29,1087.79,1091.09,473206500
1999-04-29,1091.06,1116.42,1090.56,1116.41,504636100
1999-04-30,1116.11,1122.22,1114.18,1120.93,419609600
1999-05-04,1120.91,1121.91,1108.89,1111.76,408896600
1999-05-05,1110.94,1116.96,1105.35,1116.93,437463200
1999-05-06,1116.86,1128.9,1116.64,1128.22,639098100
1999-05-07,1129.53,1131.49,1117.94,1120.74,583332600
1999-05-10,1107.37,1107.37,1065.18,1071.93,688193200
1999-05-11,1072.04,1095.41,1072.04,1095.4,434819100
1999-05-12,1096.74,1104.81,1092.79,1100,396164700
1999-05-13,1100.86,1101.36,1086.46,1088.86,366073200
1999-05-14,1087.94,1088,1060.5,1063.28,485905600
1999-05-17,1057.49,1072.17,1047.83,1065.56,375362400
1999-05-18,1066.52,1075.65,1058.39,1059.87,400459200
1999-05-19,1058.7,1109.12,1057.72,1109.09,598795200
1999-05-20,1114.66,1147.73,1113.32,1147.71,1067059200
1999-05-21,1154.81,1170.14,1152.26,1168.72,1570595700
1999-05-24,1173.13,1215.22,1164.9,1213.65,2074116000
1999-05-25,1223.13,1244.84,1198.07,1202.89,2873759400
1999-05-26,1199.23,1236.14,1195.84,1236.05,1620577700
1999-05-27,1247.32,1283.03,1247.32,1283.02,2257634800
1999-05-28,1291.96,1294.64,1260.71,1277.15,3196835800
1999-05-31,1287.08,1303.48,1253.25,1279.33,2347326200
1999-06-01,1283.3,1311.6,1276.12,1311.59,1722944800
1999-06-02,1319.83,1330.28,1287.01,1287.93,2223250000
1999-06-03,1280.48,1286.91,1259.01,1268.32,1666147900
1999-06-04,1271.17,1288,1271.16,1285.58,1368480300
1999-06-07,1287.46,1326.61,1285.15,1326.52,1566228900
1999-06-08,1336.03,1341.64,1319.5,1333.64,1619835000
1999-06-09,1334.85,1350.14,1323.99,1348.61,1563229100
1999-06-10,1371,1382.07,1353.56,1364.35,2487742800
1999-06-11,1364.28,1376.78,1359.28,1370.39,1884119000
1999-06-14,1382.53,1427.77,1382.53,1427.71,2526166200
1999-06-15,1453.33,1477.14,1366.65,1387.59,3748468000
